1,0.0
2,2.24
3,3.38
4,5.02
5,7.02
6,8.54
7,11.5
8,12.44
9,14.08
10,15.42
11,17.26
12,21.26
13,24.16
14,24.16
15,26.04
16,28.32
17,29.66
18,31.04
19,35.54
20,37.4
21,43.5
22,43.26
23,40.86
24,45.34
25,47.94
26,52.24
27,52.82
28,55.48
29,61.56
30,65.34
31,65.7
32,66.86
33,72.08
34,68.76
35,76.7
36,75.0
37,77.64
38,79.3
39,86.22
40,85.56
41,92.22
42,92.68
43,92.48
44,98.26
45,107.1
46,101.32
47,103.44
48,107.92
49,113.34
50,126.06
51,118.36
52,113.24
53,123.2
54,120.3
55,123.08
56,138.94
57,133.36
58,132.28
59,135.16
60,150.72
61,139.96
62,153.28
63,138.14
64,150.54
65,155.7
66,154.32
67,165.62
68,165.82
69,169.48
70,170.0
71,167.56
72,175.62
73,189.54
74,176.96
75,191.06
76,184.52
77,183.8
78,186.16
79,194.56
80,204.14
81,198.64
82,214.2
83,215.16
84,212.36
85,210.5
86,219.74
87,228.36
88,229.58
89,239.58
90,226.84
91,232.8
92,229.04
93,230.04
94,254.2
95,243.44
96,240.36
97,255.26
98,260.32
99,262.12
100,250.04
101,286.18
102,263.5
103,280.12
104,271.7
105,274.86
106,283.82
107,285.06
108,282.28
109,304.04
110,290.9
111,278.2
112,317.5
113,304.0
114,306.08
115,317.26
116,296.02
117,331.72
118,314.78
119,322.96
120,309.4
121,330.64
122,331.22
123,326.14
124,343.64
125,341.72
126,361.7
127,354.16
128,332.74
129,362.74
130,327.96
131,354.38
132,367.22
133,361.68
134,402.42
135,365.1
136,378.26
137,391.2
138,369.84
139,397.14
140,383.74
141,396.94
142,411.12
143,414.98
144,403.4
145,395.3
146,392.74
147,390.82
148,421.0
149,411.7
150,424.6
151,415.08
152,434.24
153,434.34
154,446.72
155,460.14
156,439.7
157,439.2
158,453.74
159,443.18
160,422.12
161,455.16
162,451.1
163,458.02
164,455.0
165,482.16
166,480.36
167,488.84
168,462.2
169,471.38
170,481.18
171,480.66
172,471.82
173,513.1
174,508.28
175,505.88
176,522.26
177,510.24
178,519.0
179,503.9
180,531.58
181,549.04
182,541.36
183,555.08
184,516.92
185,541.04
186,542.92
187,538.68
188,548.16
189,570.18
190,586.56
191,563.9
192,563.72
193,572.62
194,550.78
195,593.3
196,552.14
197,607.24
198,587.7
199,550.02
200,558.72
201,594.58
202,603.2
203,596.58
204,620.8
205,599.56
206,614.04
207,623.54
208,647.64
209,644.4
210,606.26
211,653.38
212,622.9
213,649.84
214,644.3
215,615.56
216,641.7
217,640.26
218,614.8
219,650.18
220,671.48
221,671.74
222,680.46
223,690.86
224,680.72
225,705.06
226,675.96
227,628.54
228,705.18
229,676.74
230,695.1
231,678.34
232,691.92
233,692.12
234,715.18
235,765.92
236,774.74
237,719.52
238,703.72
239,723.12
240,744.5
241,736.9
242,743.82
243,715.4
244,738.74
245,768.6
246,731.1
247,740.42
248,754.84
249,724.18
250,745.94
251,756.9
252,798.1
253,761.6
254,791.36
255,834.26
256,815.72
257,747.36
258,802.54
259,800.48
260,825.38
261,812.36
262,768.34
263,788.9
264,836.18
265,783.12
266,833.5
267,792.04
268,831.46
269,864.04
270,823.62
271,849.46
272,854.24
273,856.0
274,868.44
275,841.88
276,834.94
277,852.36
278,903.8
279,890.2
280,880.42
281,909.14
282,860.48
283,853.88
284,885.56
285,911.9
286,891.64
287,884.52
288,917.06
289,927.74
290,912.76
291,911.38
292,950.68
293,894.96
294,918.28
295,911.78
296,929.56
297,923.42
298,985.16
299,969.76
300,946.64
301,948.56
302,975.46
303,923.7
304,950.94
305,988.62
306,1020.32
307,944.52
308,960.46
309,908.86
310,948.32
311,954.76
312,981.98
313,992.38
314,972.92
315,995.52
316,1013.82
317,1000.16
318,1043.98
319,1027.4
320,1009.84
321,1018.24
322,1024.8
323,1050.04
324,1042.74
325,1035.02
326,1049.42
327,1017.7
328,1052.34
329,1036.34
330,1036.46
331,1072.02
332,1063.08
333,1069.42
334,1097.0
335,1107.52
336,1060.82
337,1047.18
338,1060.88
339,1096.02
340,1071.76
341,1174.76
342,1114.32
343,1068.12
344,1129.56
345,1068.4
346,1146.9
347,1111.32
348,1082.88
349,1095.14
350,1116.88
351,1113.2
352,1131.6
353,1109.76
354,1244.6
355,1127.54
356,1166.38
357,1249.88
358,1112.98
359,1155.32
360,1106.08
361,1164.32
362,1194.16
363,1189.1
364,1278.94
365,1176.1
366,1189.52
367,1199.06
368,1212.48
369,1191.6
370,1180.46
371,1171.08
372,1198.46
373,1249.88
374,1214.02
375,1209.1
376,1186.72
377,1195.9
378,1260.38
379,1239.62
380,1206.22
381,1303.52
382,1234.46
383,1204.12
384,1245.62
385,1220.82
386,1297.52
387,1267.42
388,1257.66
389,1241.1
390,1312.24
391,1281.6
392,1253.22
393,1262.38
394,1317.62
395,1318.98
396,1296.82
397,1271.62
398,1327.24
399,1309.7
400,1380.34
401,1277.74
402,1332.72
403,1290.74
404,1356.3
405,1413.26
406,1333.12
407,1292.24
408,1332.66
409,1320.56
410,1321.92
411,1347.0
412,1383.42
413,1369.56
414,1368.76
415,1302.16
416,1369.24
417,1377.1
418,1429.24
419,1436.1
420,1402.2
421,1448.48
422,1408.08
423,1382.0
424,1392.78
425,1441.48
426,1430.02
427,1408.1
428,1435.56
429,1424.2
430,1447.68
431,1438.08
432,1486.86
433,1466.98
434,1412.26
435,1448.0
436,1444.98
437,1460.48
438,1475.34
439,1517.78
440,1506.46
441,1449.36
442,1518.96
443,1488.88
444,1418.32
445,1513.36
446,1392.72
447,1494.72
448,1529.24
449,1471.72
450,1507.14
451,1515.34
452,1540.7
453,1524.92
454,1479.64
455,1568.14
456,1590.04
457,1517.28
458,1539.92
459,1514.18
460,1565.16
461,1493.5
462,1578.22
463,1567.58
464,1604.2
465,1591.08
466,1584.94
467,1614.8
468,1662.28
469,1568.26
470,1557.16
471,1490.46
472,1526.02
473,1559.7
474,1536.9
475,1601.84
476,1664.78
477,1585.6
478,1651.52
479,1672.0
480,1598.04
481,1677.78
482,1654.08
