483,1693.58
484,1617.64
485,1636.04
486,1665.26
487,1637.1
488,1674.44
489,1625.74
490,1648.12
491,1678.74
492,1651.82
493,1718.42
494,1694.28
495,1725.06
496,1707.3
497,1764.96
498,1717.22
499,1663.4
500,1656.44
501,1685.02
502,1788.64
503,1742.14
504,1731.4
505,1749.12
506,1772.1
507,1781.22
508,1738.76
509,1774.9
510,1745.44
511,1686.04
512,1747.4
513,1721.14
514,1778.98
515,1833.3
516,1734.82
517,1740.38
518,1736.96
519,1719.2
520,1793.04
521,1823.94
522,1753.32
523,1912.68
524,1720.34
525,1793.28
526,1814.36
527,1835.72
528,1751.12
529,1914.06
530,1807.26
531,1744.28
532,1966.14
533,1827.28
534,1883.38
535,1788.76
536,1960.56
537,1850.28
538,1849.58
539,1836.6
540,1846.08
541,1900.56
542,1901.84
543,1785.52
544,1909.9
545,1898.22
546,1814.52
547,1872.84
548,1881.6
549,2031.64
550,1801.96
551,1907.76
552,1837.88
553,1863.0
554,1975.48
555,1942.82
556,1913.92
557,2032.62
558,1878.5
559,1916.32
560,1991.42
561,1961.72
562,1921.18
563,2013.3
564,1975.7
565,1948.26
566,1994.06
567,1931.94
568,1966.28
569,2056.64
570,1915.9
571,1948.82
572,1965.06
573,2076.98
574,1952.34
575,1953.22
576,1950.14
577,1990.88
578,2097.7
579,2040.66
580,1979.68
581,2000.68
582,2055.42
583,2042.36
584,2035.62
585,2108.4
586,2048.3
587,2021.08
588,2130.5
589,1978.12
590,2089.08
591,1980.94
592,2069.24
593,2071.7
594,2022.2
595,2197.38
596,2074.52
597,2107.4
598,2040.2
599,2186.8
600,2020.76
601,2107.04
602,2087.66
603,2197.52
604,2055.86
605,2034.6
606,2148.86
607,2213.42
608,2126.54
609,2126.84
610,2121.3
611,2144.9
612,2058.92
613,2106.56
614,2199.48
615,2173.04
616,2183.38
617,2146.58
618,2031.72
619,2175.6
620,2137.04
621,2134.5
622,2164.28
623,2095.2
624,2286.32
625,2190.1
626,2180.4
627,2114.54
628,2235.56
629,2239.5
630,2192.24
631,2212.16
632,2259.16
633,2232.38
634,2250.98
635,2292.38
636,2180.8
637,2197.58
638,2246.14
639,2205.92
640,2181.06
641,2207.34
642,2270.8
643,2373.0
644,2234.36
645,2255.78
646,2232.6
647,2239.34
648,2286.92
649,2271.76
650,2208.98
651,2277.74
652,2284.32
653,2302.88
654,2290.92
655,2272.92
656,2253.38
657,2297.16
658,2299.6
659,2377.86
660,2310.28
661,2324.68
662,2278.44
663,2402.5
664,2365.0
665,2328.86
666,2432.84
667,2351.64
668,2349.58
669,2409.66
670,2446.14
671,2443.3
672,2357.5
673,2347.64
674,2450.4
675,2297.96
676,2355.94
677,2377.32
678,2382.26
679,2429.36
680,2384.5
681,2328.1
682,2487.92
683,2467.36
684,2407.62
685,2455.86
686,2473.32
687,2473.0
688,2386.96
689,2400.82
690,2379.38
691,2506.06
692,2583.86
693,2426.6
694,2471.56
695,2617.36
696,2549.8
697,2437.86
698,2495.98
699,2511.4
700,2462.36
701,2561.66
702,2528.8
703,2491.8
704,2532.7
705,2622.74
706,2542.76
707,2533.14
708,2495.84
709,2561.88
710,2551.16
711,2522.28
712,2458.34
713,2434.3
714,2541.72
715,2634.76
716,2630.66
717,2458.3
718,2458.0
719,2492.72
720,2735.06
721,2478.14
722,2615.3
723,2690.46
724,2551.42
725,2511.74
726,2607.34
727,2660.98
728,2684.22
729,2630.56
730,2579.0
731,2639.16
732,2697.96
733,2671.54
734,2732.16
735,2554.44
736,2561.96
